CGPA,Python_Skill,SQL_Skill,Machine_Learning_Skill,Deep_Learning_Skill,Data_Analysis_Skill,Statistics_Skill,Programming_Skill,DSA_Skill,Web_Development_Skill,Cybersecurity_Skill,Networking_Skill,Linux_Skill,Cloud_Skill,DevOps_Skill,NLP_Skill,Computer_Vision_Skill,OpenCV_Skill,Projects,Internship,Communication_Skill,Problem_Solving_Skill,Job_Role
9.25,2,5,5,2,4,3,4,2,1,4,4,1,1,3,1,2,5,1,0,3,2,Data Analyst
7.63,2,4,3,5,4,4,4,4,3,1,1,4,1,1,3,3,1,5,0,5,1,Data Analyst
8.34,3,5,4,5,4,5,1,5,3,3,3,1,2,3,2,4,1,0,1,5,5,Data Analyst
6.3,3,5,3,4,5,4,2,2,3,1,2,5,4,4,2,3,4,5,0,1,2,Data Analyst
8.27,3,5,1,3,5,5,1,4,4,4,5,1,2,3,5,3,2,2,1,5,1,Data Analyst
7.72,3,4,2,5,5,4,4,1,4,1,5,2,2,1,1,5,4,1,1,1,2,Data Analyst
8.44,4,5,4,4,5,5,1,4,2,1,2,1,1,2,2,1,4,1,1,1,2,Data Analyst
7.93,4,4,5,5,5,3,1,1,3,3,2,1,5,2,4,1,3,4,0,1,4,Data Analyst
9.52,4,5,1,4,5,5,3,1,1,4,3,5,2,3,1,4,5,0,1,3,1,Data Analyst
7.87,2,5,3,2,4,3,2,5,4,4,3,1,5,1,1,2,2,5,1,4,1,Data Analyst
5.96,3,4,5,1,4,5,4,5,5,4,2,5,1,4,2,4,3,0,1,1,4,Data Analyst
7.54,2,4,4,3,4,4,4,3,2,2,1,1,5,2,1,5,4,4,0,3,5,Data Analyst
5.56,3,5,1,2,4,4,4,1,1,2,3,2,2,3,2,3,2,3,0,2,3,Data Analyst
8.59,2,5,1,5,5,5,4,3,3,5,2,2,3,1,2,4,4,0,0,4,5,Data Analyst
9.29,2,4,4,5,4,5,1,5,3,5,5,4,4,4,4,3,2,3,0,3,2,Data Analyst
6.42,2,4,5,4,5,3,1,5,1,3,2,3,1,5,4,4,5,4,0,3,1,Data Analyst
5.99,4,4,2,3,5,5,4,3,1,1,1,1,5,3,1,2,2,1,0,4,4,Data Analyst
5.52,3,5,3,1,5,3,2,4,2,3,3,2,3,1,5,3,3,5,1,5,3,Data Analyst
5.63,3,4,3,3,5,4,1,5,4,4,4,5,1,2,4,2,2,5,1,3,1,Data Analyst
6.55,4,5,3,4,5,5,2,3,2,1,2,5,5,2,2,5,2,0,1,3,1,Data Analyst
7.62,3,4,2,1,5,5,3,1,3,3,1,3,4,1,4,4,3,4,0,5,1,Data Analyst
7.07,4,4,5,5,4,5,2,1,1,1,3,2,4,5,2,2,2,1,1,1,4,Data Analyst
8.75,3,4,2,1,5,3,3,1,5,3,3,2,3,1,5,4,5,0,0,3,2,Data Analyst
6.3,4,5,4,5,5,4,4,4,1,1,2,1,3,2,3,1,2,2,1,4,4,Data Analyst
5.88,3,5,5,4,2,4,3,5,5,3,3,5,3,5,3,3,4,2,1,4,5,Data Engineer
5.7,5,5,4,2,5,1,5,2,1,4,2,4,3,5,1,5,4,2,0,3,2,Data Engineer
9.93,3,5,4,2,5,2,5,4,3,2,4,3,5,2,1,5,5,5,1,1,4,Data Engineer
6.91,4,5,2,3,1,5,4,3,5,5,5,4,4,2,4,1,3,2,1,5,1,Data Engineer
7.71,3,5,4,1,2,4,4,5,4,4,1,5,3,5,5,4,1,4,1,5,1,Data Engineer
7.98,3,4,1,3,5,3,5,4,2,2,3,4,3,5,1,2,1,4,0,5,1,Data Engineer
8.84,4,5,2,2,4,5,4,5,4,5,3,3,4,1,3,2,2,2,1,5,5,Data Engineer
8.72,4,5,5,4,1,4,3,3,3,2,4,4,4,4,2,5,5,1,1,2,5,Data Engineer
8.46,5,4,5,5,5,3,5,5,2,4,2,5,3,1,3,1,5,4,0,1,5,Data Engineer
6.52,4,5,2,4,1,3,5,2,5,1,1,3,4,1,5,5,2,1,1,5,5,Data Engineer
7.77,5,4,4,4,1,2,5,2,2,4,2,5,5,5,4,5,1,5,0,3,3,Data Engineer
6.65,4,5,1,1,3,5,3,4,1,3,2,3,4,4,1,1,2,3,1,2,1,Data Engineer
8.6,5,5,4,2,2,3,3,5,3,3,1,3,4,2,4,1,4,2,1,4,3,Data Engineer
9.95,5,4,2,4,2,3,3,4,3,3,1,5,4,3,4,3,4,4,0,5,2,Data Engineer
6.26,5,4,4,2,3,4,5,1,4,5,4,5,4,1,1,4,1,4,0,2,3,Data Engineer
7.88,5,4,2,3,1,5,4,2,3,3,2,5,4,3,5,2,1,3,0,1,5,Data Engineer
9.32,5,5,2,3,2,5,4,4,4,3,3,4,5,5,2,1,4,5,0,1,3,Data Engineer
9.2,4,5,5,5,5,1,3,5,1,4,4,4,4,1,1,4,3,2,1,5,3,Data Engineer
8.59,5,5,3,5,1,5,5,1,4,2,3,3,5,1,4,3,1,4,0,2,2,Data Engineer
6.71,4,4,3,3,4,1,3,5,4,1,3,3,3,4,4,1,5,5,1,1,2,Data Engineer
7.83,3,5,2,4,3,2,4,2,4,1,4,4,5,4,2,4,2,5,0,1,2,Data Engineer
8.22,5,5,3,5,5,2,5,3,5,2,1,5,3,1,4,1,5,4,0,5,5,Data Engineer
7.48,3,4,3,5,2,2,4,1,3,5,2,3,5,3,3,5,4,3,0,1,2,Data Engineer
6.31,4,4,4,3,1,2,4,5,4,4,5,5,5,2,1,3,3,4,1,1,2,Data Engineer
8.34,4,5,2,2,5,1,3,3,1,5,5,5,3,1,2,3,4,3,0,1,4,Data Engineer
9.92,4,4,2,3,1,2,5,4,4,5,1,3,4,5,3,1,4,4,0,3,4,Data Engineer
7.12,5,5,1,5,3,1,3,4,4,2,2,3,4,1,4,1,2,3,1,5,2,Data Engineer
9.42,4,4,3,2,1,5,4,5,1,3,5,5,3,2,5,2,2,5,0,4,1,Data Engineer
8.81,5,5,2,3,2,5,5,5,5,4,4,5,5,2,4,5,4,3,1,3,4,Data Engineer
6.57,5,5,2,2,3,5,5,2,5,1,3,4,3,1,1,4,2,1,1,1,1,Data Engineer
5.79,4,5,5,2,1,5,3,5,5,3,2,3,3,5,4,4,2,4,0,1,4,Data Engineer
5.81,3,4,1,2,4,5,5,2,1,2,4,4,4,3,3,4,5,3,1,4,4,Data Engineer
5.81,4,5,2,3,4,3,4,3,3,2,2,4,5,3,4,5,4,4,1,4,3,Data Engineer
7.8,5,5,1,1,2,5,3,3,5,1,2,4,5,4,5,5,5,3,1,3,5,Data Engineer
6.47,3,4,2,5,5,5,4,4,4,4,3,4,5,3,3,2,4,3,0,4,2,Data Engineer
7.34,5,4,5,2,1,4,5,5,2,1,5,5,3,1,3,1,2,1,1,4,2,Data Engineer
5.84,4,4,3,4,2,3,5,2,3,3,2,3,3,2,1,1,2,0,0,4,2,Data Engineer
5.72,5,5,2,3,4,3,5,1,5,3,4,3,5,5,3,1,4,2,1,2,5,Data Engineer
8.67,3,5,3,1,1,5,5,3,2,1,1,4,3,4,3,2,4,4,1,1,3,Data Engineer
9.78,3,5,1,1,1,4,5,3,4,1,2,4,3,3,5,4,4,4,0,3,3,Data Engineer
9.37,4,4,1,3,1,4,3,4,5,5,1,5,3,3,5,2,2,2,0,4,5,Data Engineer
7.83,4,5,3,2,3,2,3,2,4,3,1,5,4,4,3,2,2,2,0,2,2,Data Engineer
7.98,4,4,5,3,3,4,4,1,2,2,4,3,3,3,3,1,2,3,0,2,4,Data Engineer
6.43,5,5,1,2,4,2,4,5,3,4,2,5,3,1,2,3,4,3,0,3,5,Data Engineer
7.1,3,4,4,2,4,1,5,4,5,4,5,5,4,1,5,4,5,1,0,4,5,Data Engineer
7.92,5,4,1,3,2,2,3,5,1,3,5,5,3,3,3,3,2,1,0,3,5,Data Engineer
9.88,4,5,2,4,5,2,5,1,5,2,3,5,5,4,3,3,1,4,0,1,5,Data Engineer
8.42,4,5,3,1,2,3,3,4,5,1,3,4,4,4,4,4,5,1,1,4,4,Data Engineer
6.76,4,4,1,1,4,4,3,1,5,4,4,3,4,3,2,3,4,3,1,1,2,Data Engineer
7.83,3,4,1,5,4,4,3,4,5,4,2,5,5,2,4,3,4,0,0,3,1,Data Engineer
6.41,3,4,5,2,4,5,5,1,3,1,1,5,3,1,2,1,1,0,1,3,2,Data Engineer
6.78,5,4,3,2,3,5,5,4,3,2,3,5,5,4,1,2,1,0,1,5,2,Data Engineer
8.85,3,4,2,2,4,2,5,4,2,1,4,5,3,2,1,5,4,2,0,3,5,Data Engineer
6.77,5,4,5,5,5,4,4,3,3,2,3,3,4,3,3,3,2,1,0,1,5,Data Engineer
7.79,4,4,2,3,1,1,5,2,4,1,2,4,4,5,2,3,5,2,1,3,3,Data Engineer
7.66,4,4,2,4,5,2,5,1,2,4,3,5,4,4,3,5,2,0,0,3,1,Data Engineer
9.87,5,5,3,1,5,3,5,2,4,4,2,4,3,5,4,2,2,2,1,2,5,Data Engineer
9.85,5,5,4,4,2,4,5,3,2,1,4,4,3,2,5,2,1,0,0,4,2,Data Engineer
5.94,3,5,3,1,5,2,5,1,2,5,5,3,5,5,2,2,4,3,0,2,4,Data Engineer
5.6,3,4,1,2,5,3,3,4,3,5,1,3,4,4,2,1,4,5,1,3,3,Data Engineer
5.6,3,4,4,2,3,1,3,3,1,5,4,3,3,3,4,1,1,1,1,5,4,Data Engineer
7.93,3,4,2,5,4,5,3,4,1,4,5,4,4,3,5,3,4,4,1,1,1,Data Engineer
9.7,5,5,2,4,1,1,5,4,3,4,4,4,5,4,2,2,4,1,0,5,3,Data Engineer
8.43,4,4,5,5,4,1,4,2,3,4,3,3,4,4,5,1,5,3,0,2,2,Data Engineer
9.11,4,4,3,5,3,1,4,3,4,3,2,4,5,3,4,1,2,4,1,3,3,Data Engineer
8.32,4,5,3,2,1,3,5,5,2,3,3,4,5,2,1,2,3,1,0,2,3,Data Engineer
6.5,4,5,3,5,1,3,5,5,2,5,2,3,3,1,2,2,5,2,0,1,2,Data Engineer
9.81,4,4,2,1,5,1,4,3,3,2,2,4,5,3,4,4,4,0,1,5,5,Data Engineer
6.27,3,5,3,5,3,1,5,3,3,5,4,4,4,2,2,1,5,4,0,2,3,Data Engineer
7.78,5,5,1,2,2,2,3,5,3,1,2,5,4,1,4,4,4,1,1,3,5,Data Engineer
6.3,5,5,1,2,2,3,4,5,1,2,1,4,5,4,4,4,3,0,1,4,3,Data Engineer
8.27,5,5,5,4,2,1,4,1,2,5,1,4,5,4,4,2,5,1,1,2,4,Data Engineer
5.51,4,5,4,1,1,2,3,3,3,5,2,4,5,3,3,5,2,0,1,5,4,Data Engineer
6.71,3,5,4,5,1,3,4,1,1,5,3,3,5,2,4,5,1,2,1,2,4,Data Engineer
6.02,3,4,3,1,5,2,3,3,1,5,2,3,4,5,2,1,3,5,0,4,2,Data Engineer
5.64,5,4,3,2,4,2,3,1,5,5,2,5,4,1,2,2,5,4,1,1,4,Data Engineer
6.56,4,4,3,5,1,2,4,3,4,4,1,3,5,2,3,2,1,0,0,2,5,Data Engineer
8.26,3,5,4,3,5,5,5,4,2,2,2,5,4,1,2,1,5,4,0,2,3,Data Engineer
7.96,4,4,4,3,3,1,3,4,1,2,4,3,3,5,4,1,2,0,0,2,3,Data Engineer
7.26,4,4,5,1,4,4,3,3,5,3,5,4,3,3,1,3,4,4,1,2,4,Data Engineer
6.15,4,4,1,3,2,4,4,1,1,4,2,3,3,3,1,2,3,2,0,4,2,Data Engineer
9.32,4,5,2,5,5,5,4,5,2,2,5,4,4,3,1,1,2,5,0,2,4,Data Engineer
7.01,3,4,5,2,1,4,4,3,4,1,1,3,3,1,1,3,1,3,1,1,3,Data Engineer
9.97,4,5,5,1,1,3,3,5,2,2,5,3,5,4,3,2,5,4,1,2,4,Data Engineer
9.37,4,5,1,3,1,2,4,3,4,1,1,4,4,3,3,2,4,5,1,3,4,Data Engineer
5.8,4,5,5,5,5,4,4,1,5,1,1,4,3,2,1,5,1,5,0,2,3,Data Engineer
9.32,4,4,2,1,4,1,5,1,4,3,5,5,3,1,3,1,1,2,0,1,5,Data Engineer
9.24,3,4,5,2,2,5,5,3,1,4,4,4,5,5,5,5,1,5,1,3,2,Data Engineer
5.57,3,4,3,5,5,2,4,4,1,3,4,3,4,3,5,1,2,1,1,4,2,Data Engineer
5.83,5,4,1,1,2,1,3,4,1,1,3,3,3,4,1,2,5,3,1,2,2,Data Engineer
8.57,3,5,1,3,5,5,4,2,4,4,4,5,4,4,5,2,1,2,1,3,5,Data Engineer
5.78,5,5,2,1,4,2,5,3,3,5,1,3,3,1,3,2,4,1,1,3,1,Data Engineer
6.59,3,4,2,5,5,5,5,1,5,3,5,3,4,5,1,3,2,1,1,4,1,Data Engineer
7.79,5,4,2,3,1,1,4,4,1,4,4,5,3,4,5,5,5,5,1,4,4,Data Engineer
8.32,3,4,3,4,4,2,5,3,4,3,5,5,3,1,5,3,2,2,1,4,2,Data Engineer
6.66,4,5,1,1,2,3,5,3,5,4,4,3,5,1,5,5,4,2,1,5,5,Data Engineer
7.52,3,4,2,2,2,2,4,2,2,5,1,3,3,1,5,3,5,4,0,2,3,Data Engineer
9.32,5,5,4,2,3,1,3,3,4,1,2,5,4,3,4,5,2,5,0,1,3,Data Engineer
7.43,4,5,2,3,5,3,5,4,1,1,1,5,4,2,5,4,1,4,1,2,5,Data Engineer
6.25,5,5,4,2,5,5,4,3,2,5,4,4,5,2,1,2,4,2,0,5,4,Data Engineer
7.55,5,5,2,4,4,3,4,1,4,3,4,5,4,2,5,2,2,3,0,3,5,Data Engineer
8.27,5,5,5,1,2,5,3,2,5,5,5,5,5,5,4,4,1,4,1,3,2,Data Engineer
9.33,3,4,2,1,5,2,3,2,5,2,2,4,3,1,1,4,5,0,0,3,3,Data Engineer
5.94,3,4,3,1,2,2,5,5,1,4,2,5,4,1,1,1,5,3,0,3,1,Data Engineer
5.64,3,4,1,1,2,4,5,5,2,3,3,4,4,3,5,1,1,3,1,1,1,Data Engineer
8.76,3,5,5,4,1,3,3,1,3,3,3,4,5,4,5,1,5,0,1,3,1,Data Engineer
5.52,5,4,5,1,2,3,5,5,5,4,1,5,4,1,4,3,4,2,0,4,1,Data Engineer
6.73,4,5,3,3,4,4,3,1,2,1,3,5,4,4,5,2,1,4,0,3,4,Data Engineer
9.3,4,5,5,5,2,4,3,3,5,5,2,4,3,4,1,2,3,2,1,4,4,Data Engineer
8.5,5,4,4,3,1,3,4,4,1,3,5,3,5,5,1,1,2,2,1,1,1,Data Engineer
6.17,5,4,5,5,5,5,5,5,4,1,1,4,5,5,1,3,1,2,1,3,1,Data Engineer
7.91,4,5,4,1,3,2,3,5,3,2,3,3,4,4,3,3,1,4,1,2,4,Data Engineer
5.5,3,4,5,4,5,2,3,1,3,1,5,3,3,4,3,2,4,5,0,4,4,Data Engineer
7.18,3,4,1,1,1,3,3,5,4,5,5,3,5,2,4,1,4,3,1,3,5,Data Engineer
7.45,5,4,3,1,2,4,3,1,3,5,1,3,4,4,4,4,5,5,1,4,2,Data Engineer
6.58,5,4,4,3,2,4,3,4,3,2,5,3,3,1,3,5,1,2,1,5,1,Data Engineer
7.84,5,4,1,4,5,3,3,3,4,1,4,5,3,3,3,5,2,3,1,2,1,Data Engineer
6.51,5,4,5,4,1,4,4,2,4,3,5,5,5,2,1,2,2,5,1,4,1,Data Engineer
7.51,4,5,2,5,2,4,4,3,5,2,5,4,5,5,5,5,3,3,1,1,3,Data Engineer
6.2,3,5,3,1,3,3,3,2,2,2,4,5,5,3,2,1,3,4,1,5,3,Data Engineer
9.23,4,5,5,2,1,4,4,3,1,2,4,3,4,2,5,1,2,3,1,1,5,Data Engineer
8.83,3,4,2,4,4,4,5,4,1,5,4,3,3,5,3,5,4,1,0,2,1,Data Engineer
9.49,5,4,5,4,3,1,4,3,1,3,2,3,3,5,5,1,3,3,1,4,4,Data Engineer
6.85,3,4,3,5,5,2,3,4,3,5,5,3,3,1,5,5,4,2,1,3,1,Data Engineer
6.01,4,5,2,2,4,4,4,3,4,2,2,4,5,5,4,4,1,2,0,2,1,Data Engineer
7.2,3,4,3,2,1,5,5,4,4,3,1,5,5,2,2,4,3,5,1,4,5,Data Engineer
6.88,5,4,3,4,1,4,3,1,1,1,5,3,5,1,2,5,4,2,1,3,4,Data Engineer
7.18,3,5,2,3,4,1,5,2,1,5,1,5,5,3,1,2,4,3,0,1,5,Data Engineer
7.77,3,5,4,5,5,4,5,3,5,3,2,3,5,4,4,4,4,4,0,4,5,Data Engineer
9.64,5,4,1,2,3,5,5,4,2,1,3,3,4,1,4,3,3,0,1,1,1,Data Engineer
5.62,3,4,5,5,2,5,3,2,5,2,4,3,5,3,5,4,5,4,1,5,5,Data Engineer
7.97,5,4,5,5,1,2,3,4,4,4,3,5,4,4,5,1,1,5,1,5,1,Data Engineer
6.91,3,5,1,2,1,3,4,4,4,3,3,5,3,2,4,1,2,2,0,5,2,Data Engineer
7.47,5,4,3,3,1,1,3,4,2,1,3,3,5,3,4,5,4,4,0,2,3,Data Engineer
8.44,4,5,5,1,1,3,5,5,5,1,2,4,5,2,1,4,5,2,0,5,4,Data Engineer
7.1,3,4,5,3,4,1,5,4,2,3,4,5,3,2,2,4,1,2,1,5,4,Data Engineer
7.28,3,4,5,2,5,5,4,4,3,2,2,5,3,3,1,1,4,0,1,3,3,Data Engineer
7.14,5,4,5,3,4,2,5,2,2,1,3,5,4,4,4,4,2,1,0,3,1,Data Engineer
8.61,3,5,5,3,4,4,4,5,3,3,2,3,4,2,1,3,1,5,0,5,3,Data Engineer
9.89,3,4,3,1,3,3,5,3,5,5,5,3,5,3,5,3,3,2,1,5,1,Data Engineer
7.11,3,4,5,4,4,3,4,1,1,2,4,5,3,2,3,3,4,2,0,3,4,Data Engineer
9.26,3,4,1,3,4,5,4,2,5,5,5,4,3,2,1,5,1,2,1,2,3,Data Engineer
5.51,5,4,1,4,4,3,4,1,2,2,4,5,5,1,4,4,5,5,1,3,2,Data Engineer
7.14,4,4,2,3,4,4,3,4,2,5,3,3,3,5,1,2,3,5,0,1,2,Data Engineer
8.68,4,5,4,3,5,5,5,3,5,4,2,3,5,1,1,3,3,0,0,1,3,Data Engineer
6.18,4,4,5,2,4,2,5,2,2,5,2,4,5,3,2,3,2,3,1,4,3,Data Engineer
8.79,5,5,4,5,5,4,3,1,4,3,5,5,4,2,4,1,1,5,1,3,5,Data Engineer
7.57,3,4,4,4,5,3,3,1,5,4,1,4,3,2,3,5,5,0,1,1,2,Data Engineer
8.99,4,5,1,2,4,1,4,5,3,3,4,3,4,5,4,5,4,3,0,5,4,Data Engineer
6.56,4,5,3,4,5,1,4,2,2,2,2,4,3,2,2,2,5,2,0,3,2,Data Engineer
7.35,5,4,4,4,2,3,4,4,3,5,2,5,5,1,1,2,3,1,0,1,2,Data Engineer
6.61,4,4,2,3,3,2,3,3,3,2,4,5,5,5,3,2,1,1,1,1,3,Data Engineer
8.0,4,4,2,3,4,3,4,3,1,4,1,5,4,3,1,4,4,4,1,4,2,Data Engineer
9.87,5,4,2,2,2,5,5,3,5,5,5,5,5,5,4,4,1,4,0,4,2,Data Engineer
6.72,5,4,4,3,4,2,3,5,4,4,1,4,3,2,5,1,2,5,1,3,4,Data Engineer
8.62,3,5,1,2,2,3,4,1,3,3,2,5,4,5,5,3,5,5,0,4,5,Data Engineer
5.55,4,5,2,3,5,4,5,4,2,4,3,5,4,4,5,3,1,5,1,2,3,Data Engineer
7.53,3,4,2,5,4,1,4,2,5,5,3,3,4,4,5,1,4,3,1,5,4,Data Engineer
5.53,4,5,5,4,1,5,5,3,2,3,4,5,5,4,4,3,1,4,0,5,3,Data Engineer
8.66,5,5,4,1,5,4,5,3,2,2,2,3,3,4,5,2,4,2,1,1,3,Data Engineer
9.1,4,4,4,4,4,3,5,4,4,2,4,5,4,4,3,4,2,1,0,2,5,Data Engineer
8.89,4,5,2,2,5,2,4,4,3,2,5,5,5,2,5,1,1,2,1,3,3,Data Engineer
6.83,5,5,3,1,3,4,5,5,2,1,5,4,3,4,3,1,4,2,1,5,2,Data Engineer
9.51,5,5,2,4,3,5,4,5,2,1,3,3,3,3,3,1,4,2,1,5,2,Data Engineer
5.72,3,5,3,4,4,5,5,3,2,1,2,3,5,3,2,5,5,3,1,4,5,Data Engineer
9.93,4,5,3,5,2,4,4,4,5,4,4,5,3,4,3,4,3,1,0,5,5,Data Engineer
9.15,5,5,5,3,1,2,4,2,1,4,4,3,4,3,1,4,4,2,1,5,1,Data Engineer
9.43,3,4,5,3,4,3,4,2,3,1,2,5,3,4,5,5,5,3,1,5,4,Data Engineer
6.94,5,5,1,3,1,4,4,5,4,1,4,3,5,2,3,4,5,1,0,2,1,Data Engineer
5.7,5,4,4,3,4,3,5,4,1,1,4,3,3,5,1,2,3,4,1,5,5,Data Engineer
8.35,3,4,2,1,4,4,4,5,3,1,5,4,4,3,1,3,2,2,1,1,1,Data Engineer
9.91,4,5,2,1,5,2,4,1,5,5,1,3,3,4,1,5,1,1,1,2,4,Data Engineer
9.31,3,5,2,2,5,3,5,4,5,1,5,4,5,4,1,4,5,4,1,5,2,Data Engineer
6.82,4,5,3,1,1,4,3,5,3,4,3,3,4,4,1,3,3,4,0,2,4,Data Engineer
8.88,5,5,1,2,5,4,3,1,3,4,1,5,4,1,4,4,1,4,1,4,2,Data Engineer
7.75,4,4,1,3,3,2,3,4,5,5,3,3,3,5,4,2,2,4,0,4,1,Data Engineer
8.57,3,5,5,4,2,3,5,1,2,4,2,3,5,5,1,3,4,3,1,2,3,Data Engineer
6.27,3,4,4,4,3,3,5,3,2,1,2,5,3,2,5,4,1,4,0,4,1,Data Engineer
8.77,3,4,1,1,5,5,5,2,5,1,5,4,3,3,4,4,1,1,1,3,4,Data Engineer
9.84,3,5,2,4,4,3,3,5,4,5,5,4,3,3,2,1,2,1,0,3,1,Data Engineer
9.51,5,4,3,2,4,2,3,2,5,2,1,3,3,4,2,1,4,5,1,5,3,Data Engineer
7.34,5,5,4,4,5,5,5,1,5,3,4,3,5,5,3,3,1,0,1,4,3,Data Engineer
6.0,4,4,2,5,2,2,5,4,2,3,2,5,4,4,5,5,4,3,1,3,3,Data Engineer
9.78,4,5,1,3,2,4,4,3,2,5,5,4,5,4,1,2,4,1,0,1,2,Data Engineer
5.97,5,4,3,4,5,4,5,3,5,3,1,3,3,5,2,3,3,0,1,2,5,Data Engineer
8.53,4,5,3,5,5,2,5,5,2,2,4,5,4,4,1,4,1,2,0,4,4,Data Engineer
6.34,3,5,4,1,3,3,5,4,5,1,3,4,3,2,1,3,2,2,1,5,4,Data Engineer
7.17,4,4,2,1,3,3,3,5,4,3,3,4,3,4,5,5,2,5,0,3,4,Data Engineer
6.06,3,5,5,1,5,2,4,1,4,1,1,3,5,4,3,3,3,5,1,2,3,Data Engineer
9.87,3,4,2,3,2,4,3,4,2,1,4,5,3,3,4,2,4,5,1,1,4,Data Engineer
9.21,3,5,3,5,4,2,5,3,4,3,1,3,3,5,3,5,1,1,0,2,2,Data Engineer
6.23,5,5,2,5,1,3,3,5,4,1,2,3,4,1,4,4,4,4,0,4,5,Data Engineer
8.72,4,5,2,5,2,2,4,1,2,2,2,4,5,2,3,1,1,4,0,5,3,Data Engineer
8.6,3,5,1,2,4,1,3,3,3,5,3,4,3,3,3,5,5,5,1,1,4,Data Engineer
8.19,3,4,1,5,4,5,4,2,5,5,2,4,3,2,5,1,4,0,0,4,2,Data Engineer
6.68,5,5,4,3,5,3,4,3,3,3,3,5,3,1,5,4,4,4,1,4,5,Data Engineer
7.46,5,5,5,3,3,3,3,1,3,5,2,3,4,2,4,3,2,5,0,5,5,Data Engineer
8.98,4,5,4,3,2,5,4,3,1,2,4,3,5,5,3,1,3,1,1,2,1,Data Engineer
8.22,3,5,3,5,3,4,4,5,1,4,1,5,5,5,5,4,3,5,0,2,2,Data Engineer
8.83,3,5,3,3,3,5,5,1,3,3,1,4,3,4,5,3,2,3,0,2,2,Data Engineer
8.8,5,5,5,4,5,1,3,2,3,2,3,4,2,1,4,2,3,2,0,4,5,NLP Engineer
6.0,5,5,4,4,3,3,1,1,5,2,1,3,1,1,4,1,5,0,1,5,3,NLP Engineer
8.61,5,3,5,4,5,5,4,4,3,4,2,3,5,3,4,3,4,5,1,4,3,NLP Engineer
9.5,4,1,4,4,3,5,4,1,5,4,1,3,3,1,5,1,1,3,1,4,5,NLP Engineer
6.28,4,3,4,4,1,3,3,5,1,2,2,3,3,5,5,3,2,5,1,4,3,NLP Engineer
6.94,4,1,5,5,3,3,2,5,1,1,3,1,2,4,5,4,1,5,0,2,4,NLP Engineer
7.78,5,4,4,5,4,2,3,3,1,4,5,2,3,1,5,4,5,1,0,1,5,NLP Engineer
8.98,4,4,4,4,3,2,3,5,3,4,2,4,5,5,4,1,1,1,1,5,4,NLP Engineer
5.88,5,4,4,4,2,4,4,4,4,3,2,1,3,1,5,5,2,1,1,5,4,NLP Engineer
8.21,5,1,5,4,3,5,3,4,5,4,3,3,2,4,4,2,4,3,1,2,3,NLP Engineer
8.02,5,3,4,5,5,2,1,1,1,4,5,5,5,4,5,1,2,2,0,4,4,NLP Engineer
9.66,4,1,4,4,3,3,5,4,3,4,3,5,3,2,4,3,5,1,0,3,5,NLP Engineer
7.54,4,5,4,5,2,3,3,2,3,2,4,5,4,4,5,2,2,1,0,3,3,NLP Engineer
8.69,5,3,5,4,2,1,3,3,3,3,3,4,3,3,4,1,3,4,0,1,5,NLP Engineer
6.49,5,3,5,5,4,3,5,4,5,3,2,4,4,4,4,3,1,3,1,3,5,NLP Engineer
9.27,5,3,5,5,4,4,1,2,2,2,5,5,5,3,4,1,1,1,0,3,3,NLP Engineer
7.48,5,5,5,5,2,1,3,2,3,5,1,3,2,5,5,5,2,0,0,5,5,NLP Engineer
6.69,4,2,4,4,3,1,5,3,4,3,1,1,5,4,5,4,4,2,0,3,4,NLP Engineer
9.6,4,5,4,4,4,3,5,2,4,1,4,4,2,2,5,4,4,0,0,3,4,NLP Engineer
9.02,4,4,4,4,5,3,4,1,1,5,3,3,2,5,4,2,1,0,0,1,5,NLP Engineer
8.04,5,2,5,4,2,3,3,2,4,5,1,5,2,1,5,3,4,5,1,2,4,NLP Engineer
7.53,5,4,4,5,2,4,3,3,1,4,2,5,2,2,5,4,1,4,1,1,5,NLP Engineer
6.83,5,3,5,4,5,3,3,4,4,4,4,4,3,5,4,5,5,3,1,1,4,NLP Engineer
7.42,5,1,5,4,4,4,3,3,5,2,4,2,5,4,4,4,3,4,1,1,3,NLP Engineer
9.34,4,5,5,5,1,2,4,2,4,4,5,2,3,4,5,3,2,1,1,1,3,NLP Engineer
6.68,5,1,4,4,3,2,3,1,2,5,1,3,4,5,4,1,2,5,1,4,3,NLP Engineer
9.91,5,1,5,4,1,4,4,2,5,1,3,3,2,3,5,5,2,2,0,1,4,NLP Engineer
6.93,5,4,5,4,3,1,5,4,5,1,1,4,4,2,4,4,1,3,1,4,4,NLP Engineer
8.41,5,1,5,5,2,1,2,4,1,3,3,3,4,3,5,3,1,1,0,4,4,NLP Engineer
6.61,4,2,5,4,1,4,2,5,3,5,3,1,1,2,4,3,3,4,1,2,4,NLP Engineer
8.03,4,2,4,4,4,3,4,4,1,2,1,2,4,2,5,3,4,1,0,2,3,NLP Engineer
8.15,5,3,4,4,5,1,4,2,1,4,5,5,3,2,4,3,3,3,1,1,3,NLP Engineer
7.67,4,2,4,5,5,5,3,1,5,4,1,1,5,2,5,2,3,0,0,2,3,NLP Engineer
6.16,5,2,5,5,1,4,1,1,5,4,5,2,2,4,5,2,1,5,1,5,3,NLP Engineer
5.63,5,1,4,5,5,3,3,1,3,2,3,5,1,4,5,1,2,3,0,3,3,NLP Engineer
